study,study_id,cohort,measure,units,timepoint,timepoint_median,timepoint_range,timepoint_iqr,timepoint_sd,n_timepoints,inj_med,inj_iqr,inj_range,noninj_med,noninj_iqr,noninj_range,lsi_med,lsi_iqr,lsi_range,notes,graft_group,es_id,timepoint_mean,acl_n,female,inj_mean,inj_sd,noninj_mean,noninj_sd,lsi_mean,lsi_sd,group,graft,group_indep,group_indep_notes,timepoint_combo,combination_notes,ri,yi,vi,sei,zi,pval,ci.lb,ci.ub
Drocco 2017,#1589,Drocco 2017,quad isk con 240,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,763,22.8,90,29,NA,NA,NA,NA,0.855,0.124802136,ST3 + GST,HS,NA,NA,NA,NA,0.85,-0.15665381,2.37E-04,0.015386316,-10.18137221,2.40E-24,-0.186810435,-0.126497185
Drocco 2017,#1589,Drocco 2017,hs isk con 90,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,764,22.8,90,29,NA,NA,NA,NA,0.9345,0.194066897,ST3 + GST,HS,NA,NA,NA,NA,0.85,-0.067743652,4.79E-04,0.021890259,-3.094693934,0.001970161,-0.110647772,-0.024839533
Drocco 2017,#1589,Drocco 2017,hs isk con 180,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,765,22.8,90,29,NA,NA,NA,NA,0.9915,0.187508277,ST3 + GST,HS,NA,NA,NA,NA,0.85,-0.008536331,3.97E-04,0.019934552,-0.428217861,0.668492514,-0.047607334,0.030534672
Drocco 2017,#1589,Drocco 2017,hs isk con 240,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,766,22.8,90,29,NA,NA,NA,NA,1.0035,0.286724283,ST3 + GST,HS,NA,NA,NA,NA,0.85,0.003493889,9.07E-04,0.03011798,0.116006758,0.907647186,-0.055536267,0.062524046
Engelen-VanMelick 2017,#1938,Engelen-VanMelick 2017,quad isk con 60,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,773,64.13617021,47,23,165.7021277,45.4436655,173.0425532,39.72785544,NA,NA,Men BPTB + Women BPTB,BPTB,NA,NA,NA,NA,0.85,-0.043345772,4.44E-04,0.021079352,-2.056314258,0.039752235,-0.084660542,-0.002031001
Engelen-VanMelick 2017,#1938,Engelen-VanMelick 2017,hs isk con 60,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,774,64.13617021,47,23,120.5744681,33.21487663,120.0425532,33.46474943,NA,NA,Men BPTB + Women BPTB,BPTB,NA,NA,NA,NA,0.85,0.004421265,4.90E-04,0.022145183,0.199649044,0.841755069,-0.038982497,0.047825026
Engelen-VanMelick 2017,#1938,Engelen-VanMelick 2017,hs isk con 180,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,776,63.5,24,0,114,17,112,21,NA,NA,Men BPTB,BPTB,NA,NA,NA,NA,0.85,0.017699577,4.11E-04,0.020270018,0.873190016,0.382559516,-0.022028928,0.057428082
Engelen-VanMelick 2017,#1938,Engelen-VanMelick 2017,quad isk ecc 60,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,777,64.13617021,47,23,194.893617,59.50857959,198.1489362,54.91593525,NA,NA,Men BPTB + Women BPTB,BPTB,NA,NA,NA,NA,0.85,-0.016565095,5.57E-04,0.023602116,-0.70184786,0.482774048,-0.062824393,0.029694203
Engelen-VanMelick 2017,#1938,Engelen-VanMelick 2017,hs isk ecc 60,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,778,63.5,24,0,175,35,174,29,NA,NA,Men BPTB,BPTB,NA,NA,NA,NA,0.85,0.005730675,4.63E-04,0.021516574,0.266337693,0.789979147,-0.036441036,0.047902385
Engelen-VanMelick 2017,#1938,Engelen-VanMelick 2017,vertical hop,cm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,779,64.13617021,47,23,13.0212766,4.083313668,14.0212766,4.60146178,NA,NA,Men BPTB + Women BPTB,BPTB,NA,NA,NA,NA,0.85,-0.073991252,6.61E-04,0.025718008,-2.877021152,0.004014487,-0.124397621,-0.023584883
Engelen-VanMelick 2017,#1938,Engelen-VanMelick 2017,single hop,cm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,780,64.13617021,47,23,106.787234,27.01725388,112.212766,22.65040183,NA,NA,Men BPTB + Women BPTB,BPTB,NA,NA,NA,NA,0.85,-0.049558377,3.82E-04,0.019535459,-2.536842248,0.011185735,-0.087847173,-0.011269582
Engelen-VanMelick 2017,#1938,Engelen-VanMelick 2017,side hop,reps,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,781,64.13617021,47,23,24.12765957,12.32374347,28.10638298,10.68976358,NA,NA,Men BPTB + Women BPTB,BPTB,NA,NA,NA,NA,0.85,-0.15263782,0.001601992,0.040024889,-3.813572588,1.37E-04,-0.231085162,-0.074190479
Engelen-VanMelick 2017,#1938,Engelen-VanMelick 2017,quad isk con 60,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,782,46.114,50,23,178.96,52.62495722,175.02,44.12158063,NA,NA,Men STG + Women STG,HS - ST/G,NA,NA,NA,NA,0.85,0.022262064,4.80E-04,0.021909066,1.016111985,0.309576063,-0.020678915,0.065203043
Engelen-VanMelick 2017,#1938,Engelen-VanMelick 2017,hs isk con 60,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,783,46.114,50,23,122.16,37.19521584,125.46,34.4550639,NA,NA,Men STG + Women STG,HS - ST/G,NA,NA,NA,NA,0.85,-0.026655322,5.20E-04,0.022793311,-1.169436168,0.242227945,-0.07132939,0.018018746
Engelen-VanMelick 2017,#1938,Engelen-VanMelick 2017,hs isk con 180,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,785,41.1,27,0,115,21,117,26,NA,NA,Men STG,HS - ST/G,NA,NA,NA,NA,0.85,-0.017241806,5.09E-04,0.022561147,-0.764225615,0.444732804,-0.061460842,0.026977229
Engelen-VanMelick 2017,#1938,Engelen-VanMelick 2017,quad isk ecc 60,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,786,46.114,50,23,204.14,66.1627585,207.2,64.39419419,NA,NA,Men STG + Women STG,HS - ST/G,NA,NA,NA,NA,0.85,-0.014878477,6.08E-04,0.024655765,-0.603448221,0.546210551,-0.063202888,0.033445934
Engelen-VanMelick 2017,#1938,Engelen-VanMelick 2017,hs isk ecc 60,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,787,41.1,27,0,182,42,172,40,NA,NA,Men STG,HS - ST/G,NA,NA,NA,NA,0.85,0.05651221,5.96E-04,0.024421741,2.314012322,0.020667046,0.008646477,0.104377944
Engelen-VanMelick 2017,#1938,Engelen-VanMelick 2017,vertical hop,cm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,788,46.114,50,23,12.62,4.237297945,13.62,4.237297945,NA,NA,Men STG + Women STG,HS - ST/G,NA,NA,NA,NA,0.85,-0.076256444,6.39E-04,0.025276515,-3.016889149,0.002553832,-0.125797503,-0.026715385
Engelen-VanMelick 2017,#1938,Engelen-VanMelick 2017,single hop,cm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,789,46.114,50,23,102.42,28.06413209,108.04,27.12176624,NA,NA,Men STG + Women STG,HS - ST/G,NA,NA,NA,NA,0.85,-0.053419523,4.23E-04,0.020573622,-2.596505563,0.009417738,-0.09374308,-0.013095966
Engelen-VanMelick 2017,#1938,Engelen-VanMelick 2017,side hop,reps,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,790,46.114,50,23,27.4,13.81658276,28.78,13.45633907,NA,NA,Men STG + Women STG,HS - ST/G,NA,NA,NA,NA,0.85,-0.049137688,0.001441545,0.037967678,-1.294197876,0.19559708,-0.123552969,0.025277593
Engelen-VanMelick 2017,#1938,Engelen-VanMelick 2017,quad isk con 180,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,802,64.8,23,23,83,17,93,22,NA,NA,Women BPTB,BPTB,NA,NA,NA,NA,0.85,-0.113758885,6.76E-04,0.025995803,-4.376048183,1.21E-05,-0.164709722,-0.062808048
Engelen-VanMelick 2017,#1938,Engelen-VanMelick 2017,quad isk con 180,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,811,52,23,23,93,15,92,15,NA,NA,Women STG,HS - ST/G,NA,NA,NA,NA,0.85,0.010810916,3.43E-04,0.018524102,0.583613507,0.559480371,-0.025495657,0.047117489
Fischer 2017,#1283,Fischer 2017,vertical hop,cm,1,NA,NA,NA,3.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,839,6.6,169,60,19.93136095,5.174826767,22.49585799,5.195927378,NA,NA,Female + Male,not stated,NA,NA,NA,NA,0.85,-0.121036785,1.11E-04,0.010550463,-11.47217745,1.82E-30,-0.141715312,-0.100358257
Fischer 2017,#1283,Fischer 2017,quad isk con 60,nm,1,NA,NA,NA,3.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,840,6.6,169,60,147.5076923,43.74917686,178.8781065,45.69597571,NA,NA,Female + Male,not stated,NA,NA,NA,NA,0.85,-0.192824279,1.45E-04,0.012021084,-16.04050628,6.66E-58,-0.216385171,-0.169263387
Hamrin Senorski 2017,#1077,Hamrin Senorski 2017,vertical hop,cm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,865,10.19772727,44,77,0.244545455,0.065234979,0.260454545,0.063262265,NA,NA,Women Returned + Women not returned + Men returned + Men not returned,not stated,NA,NA,NA,NA,0.85,-0.063027157,4.55E-04,0.021324256,-2.955655573,0.003120053,-0.104821931,-0.021232382
Hamrin Senorski 2017,#1077,Hamrin Senorski 2017,single hop,cm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,866,10.15875,80,77,1.99125,0.327512199,2.07625,0.31330971,NA,NA,Women Returned + Women not returned + Men returned + Men not returned,not stated,NA,NA,NA,NA,0.85,-0.0418008,9.54E-05,0.009766109,-4.280189563,1.87E-05,-0.060942022,-0.022659577
Hamrin Senorski 2017,#1077,Hamrin Senorski 2017,side hop,reps/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,867,10.16329114,79,77,0.713924051,0.21045383,0.729113924,0.173686941,NA,NA,Women Returned + Women not returned + Men returned + Men not returned,not stated,NA,NA,NA,NA,0.85,-0.021053409,3.07E-04,0.017526371,-1.201241773,0.22965743,-0.055404466,0.013297647
Webster 2017,#7687,Webster 2017,single hop,lsi,1,NA,Dec-20,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,934,14,2492,908,NA,NA,NA,NA,0.929333868,0.124453674,Male + Female,HS,NA,NA,NA,NA,0.85,-0.07328722,7.20E-06,0.002682637,-27.31909501,2.52E-164,-0.078545092,-0.068029348
Webster 2017,#7687,Webster 2017,triple crossover hop,lsi,1,NA,Dec-20,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,935,14,2465,908,NA,NA,NA,NA,0.959350913,0.124447091,Male + Female,HS,NA,NA,NA,NA,0.85,-0.041498356,6.83E-06,0.002612756,-15.88298384,8.31E-57,-0.046619263,-0.036377449
Bartels 2016,#3463,Bartels 2016,vertical hop,cm,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,964,5,50,14,11.528,4.409592512,15.324,4.074412941,NA,NA,Speedcourt + Regular,HS,NA,NA,NA,NA,0.85,-0.284641368,8.82E-04,0.029702871,-9.582958022,9.43E-22,-0.342857926,-0.22642481
Bartels 2016,#3463,Bartels 2016,vertical hop,cm,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,965,5.69,50,14,13.624,4.668721802,17.456,4.962313483,NA,NA,Speedcourt + Regular,HS,NA,NA,NA,NA,0.85,-0.247850486,6.53E-04,0.025548573,-9.701148106,2.98E-22,-0.297924768,-0.197776204
Bell 2016,#3050,Bell 2016,single hop,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,968,30.87454545,55,48,NA,NA,NA,NA,0.969490909,0.069692811,Low quadriceps + High quadriceps,mixed,NA,NA,NA,NA,0.85,-0.030984181,9.40E-05,0.009693104,-3.196517819,0.001390972,-0.049982317,-0.011986046
Bell 2016,#3050,Bell 2016,triple hop,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,969,30.87454545,55,48,NA,NA,NA,NA,0.965836364,0.069866344,Low quadriceps + High quadriceps,mixed,NA,NA,NA,NA,0.85,-0.034760855,9.51E-05,0.009754008,-3.563750794,3.66E-04,-0.05387836,-0.01564335
Bell 2016,#3050,Bell 2016,hip abd hhd sidely,kg/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,970,30.87454545,55,48,44.95963636,10.5391654,46.43836364,10.16820767,NA,NA,Low quadriceps + High quadriceps,mixed,NA,NA,NA,NA,0.85,-0.032360803,2.84E-04,0.0168615,-1.919212506,0.054957445,-0.065408736,6.87E-04
Bell 2016,#3050,Bell 2016,hip ir hhd prone,kg/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,971,30.87454545,55,48,14.94363636,2.640678128,16.45181818,3.795189739,NA,NA,Low quadriceps + High quadriceps,mixed,NA,NA,NA,NA,0.85,-0.096150451,2.75E-04,0.0165928,-5.79470925,6.84E-09,-0.128671741,-0.063629161
Bell 2016,#3050,Bell 2016,hip er hhd prone,kg/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,972,30.87454545,55,48,15.48963636,3.810454898,15.19236364,3.562909217,NA,NA,Low quadriceps + High quadriceps,mixed,NA,NA,NA,NA,0.85,0.019378269,3.17E-04,0.01780673,1.088255366,0.276482389,-0.01552228,0.054278819
Bell 2016,#3050,Bell 2016,hs mvic 90 hhd prone,kg/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,973,30.87454545,55,48,24.34509091,6.448532814,27.79218182,6.757855564,NA,NA,Low quadriceps + High quadriceps,mixed,NA,NA,NA,NA,0.85,-0.132424528,3.60E-04,0.018970854,-6.980420095,2.94E-12,-0.169606718,-0.095242338
Bell 2016,#3050,Bell 2016,hip ext hhd prone,kg/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,extracted graphically,mixed,974,30.87454545,55,48,42.33036364,14.76517035,42.24454545,14.1188138,NA,NA,Low quadriceps + High quadriceps,mixed,NA,NA,NA,NA,0.85,0.002029401,6.40E-04,0.02529323,0.080234955,0.93605039,-0.047544419,0.051603222
Bell 2016,#3050,Bell 2016,quad mvic 90 hhd prone,kg/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,extracted graphically,mixed,975,30.87454545,55,48,38.36254545,12.43137067,38.12745455,10.51197725,NA,NA,Low quadriceps + High quadriceps,mixed,NA,NA,NA,NA,0.85,0.00614699,5.30E-04,0.023017718,0.267054727,0.789427025,-0.038966908,0.051260889
Eiji 2016,#1347,Eiji 2016,quad isk con 60,lsi,1,NA,24-72,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,992,29,97,36,NA,NA,NA,NA,0.877278351,0.131026615,Group I + Group II,HS,NA,NA,NA,NA,0.85,-0.130930948,2.30E-04,0.015164784,-8.633881211,5.93E-18,-0.160653379,-0.101208516
Eiji 2016,#1347,Eiji 2016,hs isk con 60,lsi,1,NA,24-72,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,993,29,97,36,NA,NA,NA,NA,0.94871134,0.13501184,Group I + Group II,HS,NA,NA,NA,NA,0.85,-0.052650699,2.09E-04,0.014449469,-3.643780814,2.69E-04,-0.080971139,-0.02433026
Jeong-Ku 2016,#386,Jeong-Ku 2016,quad isk con 60,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,998,24,96,16,NA,NA,NA,NA,0.8185,0.151,Single + Double,HS,NA,NA,NA,NA,0.85,-0.200281882,3.55E-04,0.0188288,-10.63699652,2.00E-26,-0.237185652,-0.163378112
Jeong-Ku 2016,#386,Jeong-Ku 2016,hs isk con 60,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,999,24,96,16,NA,NA,NA,NA,0.8635,0.145681209,Single + Double,HS,NA,NA,NA,NA,0.85,-0.146761381,2.96E-04,0.017218907,-8.523269327,1.55E-17,-0.180509819,-0.113012944
Jeong-Ku 2016,#386,Jeong-Ku 2016,quad isk con 180,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1000,24,96,16,NA,NA,NA,NA,0.87,0.1449,Single + Double,HS,NA,NA,NA,NA,0.85,-0.139262067,2.89E-04,0.016998614,-8.192554169,2.56E-16,-0.172578739,-0.105945396
Jeong-Ku 2016,#386,Jeong-Ku 2016,hs isk con 180,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1001,24,96,16,NA,NA,NA,NA,0.8965,0.1417,Single + Double,HS,NA,NA,NA,NA,0.85,-0.109256986,2.60E-04,0.016131841,-6.772753598,1.26E-11,-0.140874814,-0.077639158
Kilinc 2016,#6839,Kilinc 2016,quad isk con 60,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1006,23.08818182,55,NA,192.474,48.14804475,219.2716364,32.95651058,0.886718182,0.206438505,Transtibial + Anatomic,HS,NA,NA,NA,NA,0.85,-0.13035023,3.86E-04,0.019656205,-6.631505379,3.32E-11,-0.168875684,-0.091824776
Kilinc 2016,#6839,Kilinc 2016,quad isk con 240,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1007,23.08818182,55,NA,94.03436364,23.88883598,106.7649091,17.47862921,0.882354545,0.192063954,Transtibial + Anatomic,HS,NA,NA,NA,NA,0.85,-0.12696902,3.75E-04,0.019370492,-6.554764703,5.57E-11,-0.164934487,-0.089003552
Kilinc 2016,#6839,Kilinc 2016,hs isk con 60,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1008,23.08818182,55,NA,142.6369091,31.81266565,149.7309091,24.85183738,0.951589091,0.157679345,Transtibial + Anatomic,HS,NA,NA,NA,NA,0.85,-0.04853744,2.61E-04,0.016158772,-3.00378277,0.002666456,-0.08020805,-0.016866829
Kilinc 2016,#6839,Kilinc 2016,hs isk con 240,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1009,23.08818182,55,NA,79.12563636,21.22156911,87.78472727,19.29079327,0.932503636,0.322774686,Transtibial + Anatomic,HS,NA,NA,NA,NA,0.85,-0.103850614,3.64E-04,0.019082891,-5.442079702,5.27E-08,-0.141252392,-0.066448835
Kyritsis 2016,#6204,Kyritsis 2016,quad isk con 60,nm/bm (%),1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,1016,7.980126582,158,0,303.9873418,58.31809186,332.3164557,63.75606264,0.91835443,0.131286436,No graft rupture + Graft rupture,mixed,NA,NA,NA,NA,0.85,-0.089101633,6.99E-05,0.008359702,-10.65846969,1.59E-26,-0.105486348,-0.072716918
Kyritsis 2016,#6204,Kyritsis 2016,hs isk con 60,nm/bm (%),1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,1017,7.980126582,158,0,169.8607595,31.60131182,179.0126582,28.32769736,0.953417722,0.132074444,No graft rupture + Graft rupture,mixed,NA,NA,NA,NA,0.85,-0.05247748,6.08E-05,0.00779678,-6.730660866,1.69E-11,-0.067758887,-0.037196073
Kyritsis 2016,#6204,Kyritsis 2016,quad isk con 180,nm/bm (%),1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,1018,7.980126582,158,0,158.5443038,39.84365863,174.8481013,44.37674223,0.905063291,0.103737462,No graft rupture + Graft rupture,mixed,NA,NA,NA,NA,0.85,-0.097883531,1.21E-04,0.011006623,-8.893148149,5.94E-19,-0.119456116,-0.076310946
Kyritsis 2016,#6204,Kyritsis 2016,hs isk con 180,nm/bm (%),1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,1019,7.980126582,158,0,97.25316456,24.84113517,103.5822785,24.78511861,0.966708861,0.133189406,No graft rupture + Graft rupture,mixed,NA,NA,NA,NA,0.85,-0.063048736,1.18E-04,0.010848885,-5.811540791,6.19E-09,-0.084312159,-0.041785312
Kyritsis 2016,#6204,Kyritsis 2016,quad isk con 300,nm/bm (%),1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,1020,7.980126582,158,0,175.3544304,31.8051544,188.3417722,27.99812827,0.935063291,0.128525429,No graft rupture + Graft rupture,mixed,NA,NA,NA,NA,0.85,-0.071449007,5.80E-05,0.007613874,-9.384053703,6.35E-21,-0.086371927,-0.056526087
Kyritsis 2016,#6204,Kyritsis 2016,hs isk con 300,nm/bm (%),1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,1021,7.980126582,158,0,126.3544304,23.24792325,132.6835443,23.11893607,0.966708861,0.156642491,No graft rupture + Graft rupture,mixed,NA,NA,NA,NA,0.85,-0.048876029,6.15E-05,0.007840423,-6.233850863,4.55E-10,-0.064242977,-0.033509082
Kyritsis 2016,#6204,Kyritsis 2016,single hop,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,1022,7.980126582,158,0,NA,NA,NA,NA,0.973291139,0.058798404,No graft rupture + Graft rupture,mixed,NA,NA,NA,NA,0.85,-0.027072023,2.31E-05,0.004806116,-5.632828057,1.77E-08,-0.036491837,-0.01765221
Kyritsis 2016,#6204,Kyritsis 2016,triple hop,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,1023,7.980126582,158,0,NA,NA,NA,NA,0.98164557,0.066008692,No graft rupture + Graft rupture,mixed,NA,NA,NA,NA,0.85,-0.018524963,2.86E-05,0.005349558,-3.462896175,5.34E-04,-0.029009903,-0.008040022
Kyritsis 2016,#6204,Kyritsis 2016,triple crossover hop,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,1024,7.980126582,158,0,NA,NA,NA,NA,0.99,0.071467778,No graft rupture + Graft rupture,mixed,NA,NA,NA,NA,0.85,-0.010050336,3.30E-05,0.005743102,-1.749983816,0.080121106,-0.021306609,0.001205938
Chen 2015,#2434,Chen 2015,quad isk con 60,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,81.47,13.82,NA,LSI Median 81.47 (IQR 13.82),other,1079,12,55,29,NA,NA,NA,NA,0.803652727,0.100731102,Acute + Chronic,LARS,NA,NA,NA,NA,0.85,-0.218588034,2.86E-04,0.016901055,-12.93339572,2.92E-38,-0.251713494,-0.185462575
Chen 2015,#2434,Chen 2015,quad isk con 60,lsi,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,83.51,8.55,NA,LSI Median 83.51 (IQR 8.55),other,1080,60,55,29,NA,NA,NA,NA,0.824052727,0.070715667,Acute + Chronic,LARS,NA,NA,NA,NA,0.85,-0.193520762,1.34E-04,0.011571224,-16.72431238,8.72E-63,-0.216199944,-0.17084158
Chen 2015,#2434,Chen 2015,quad isk con 180,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,84.47,14,NA,LSI Median 84.47 (IQR 14.00),other,1081,12,55,29,NA,NA,NA,NA,0.836401818,0.094924129,Acute + Chronic,LARS,NA,NA,NA,NA,0.85,-0.178646138,2.34E-04,0.015303131,-11.67382893,1.73E-31,-0.208639724,-0.148652551
Chen 2015,#2434,Chen 2015,quad isk con 180,lsi,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,84.33,9.64,NA,LSI Median 84.33 (IQR 9.64),other,1082,60,55,29,NA,NA,NA,NA,0.833169091,0.072553152,Acute + Chronic,LARS,NA,NA,NA,NA,0.85,-0.182518667,1.38E-04,0.011741992,-15.54409694,1.74E-54,-0.205532549,-0.159504785
Chen 2015,#2434,Chen 2015,hs isk con 60,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,75.81,17.42,NA,LSI Median 75.81 (IQR 17.42),other,1083,12,55,29,NA,NA,NA,NA,0.751889091,0.122976617,Acute + Chronic,LARS,NA,NA,NA,NA,0.85,-0.285166451,4.86E-04,0.022054002,-12.93037191,3.03E-38,-0.328391502,-0.241941401
Chen 2015,#2434,Chen 2015,hs isk con 60,lsi,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,77.91,16.22,NA,LSI Median 77.91 (IQR 16.22),other,1084,60,55,29,NA,NA,NA,NA,0.775943636,0.111934367,Acute + Chronic,LARS,NA,NA,NA,NA,0.85,-0.253675395,3.78E-04,0.019451448,-13.04146615,7.11E-39,-0.291799532,-0.215551258
Chen 2015,#2434,Chen 2015,hs isk con 180,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,83.57,12.97,NA,LSI Median 83.57 (IQR 12.97),other,1085,12,55,29,NA,NA,NA,NA,0.823990909,0.098818028,Acute + Chronic,LARS,NA,NA,NA,NA,0.85,-0.193595782,2.61E-04,0.016170834,-11.97191085,4.99E-33,-0.225290034,-0.16190153
Chen 2015,#2434,Chen 2015,hs isk con 180,lsi,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,85.42,13.57,NA,LSI Median 85.42 (IQR 13.57),other,1086,60,55,29,NA,NA,NA,NA,0.841269091,0.094485228,Acute + Chronic,LARS,NA,NA,NA,NA,0.85,-0.172843705,2.29E-04,0.015144245,-11.41316062,3.59E-30,-0.20252588,-0.143161529
Karimi-Mobarakeh 2015,#6729,Karimi-Mobarakeh 2015,hs mvic 90 hhd,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1133,12,119,21,NA,NA,NA,NA,0.669159664,0.089131923,ST/G + ST,mixed,NA,NA,NA,NA,0.85,-0.401732587,1.49E-04,0.012210404,-32.90084252,2.14E-237,-0.425664539,-0.377800634
